"PEAKID,C,4","YEAR,C,4","SEASON,N,1,0","HOST,N,1,0","NATION,C,20","BCDATE,D","SKI,L","PARAPENTE,L","CAMPS,N,2,0","TOTMEMBERS,N,2,0","SMTMEMBERS,N,2,0","TOTHIRED,N,2,0","O2CLIMB,L","O2SLEEP,L","O2UNKWN,L","AGENCY,C,60","COMRTE,L","STDRTE,L"
ANN1,2021,1,1,Nepal,03/23/21,FALSE,FALSE,4,10,9,7,TRUE,FALSE,FALSE,Imagine Nepal (Satori Adventures pmt),FALSE,TRUE
ANN1,2021,1,1,India,03/28/21,FALSE,FALSE,4,4,3,3,TRUE,FALSE,FALSE,Pioneer Adventure (Satori Adventures pmt),FALSE,TRUE
ANN1,2021,1,1,France,04/03/21,FALSE,FALSE,3,5,0,0,FALSE,FALSE,FALSE,Himalaya Expeditions,FALSE,TRUE
BARU,2021,1,1,Austria,04/28/21,FALSE,FALSE,2,6,0,2,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
BARU,2021,1,1,Austria,05/02/21,FALSE,FALSE,0,3,0,3,FALSE,FALSE,FALSE,Climbalaya (Seven Summit Treks pmt),FALSE,FALSE
BARU,2021,1,1,Lebanon,,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
BARU,2021,1,1,USA,,FALSE,FALSE,0,1,0,0,FALSE,FALSE,FALSE,Namas Adventure (Seven Summit Treks pmt),FALSE,FALSE
BARU,2021,1,1,Czech Republic,05/21/21,FALSE,FALSE,4,3,2,0,FALSE,FALSE,FALSE,Green Horizon,FALSE,FALSE
DHA1,2021,1,1,USA,04/04/21,FALSE,FALSE,3,4,0,0,FALSE,FALSE,FALSE,Shangri-La Nepal Treks,FALSE,TRUE
DHA1,2021,1,1,Romania,04/05/21,FALSE,FALSE,3,3,0,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE
DHA1,2021,1,1,Switzerland,04/13/21,FALSE,FALSE,2,10,0,7,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
DHA1,2021,1,1,Spain,04/17/21,FALSE,FALSE,1,3,0,6,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
DHA1,2021,1,1,UK,04/07/21,FALSE,FALSE,2,23,0,23,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
DHA1,2021,1,1,India,04/26/21,FALSE,FALSE,2,2,0,1,FALSE,FALSE,FALSE,Pioneer Adventure (Seven Summit Treks pmt),FALSE,TRUE
EVER,2021,1,1,Nepal,,FALSE,FALSE,0,0,0,13,TRUE,TRUE,FALSE,,TRUE,TRUE
EVER,2021,1,1,Nepal,04/11/21,FALSE,FALSE,4,14,1,18,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,2021,1,1,India,04/11/21,FALSE,FALSE,4,7,6,8,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,2021,1,1,USA,04/13/21,FALSE,FALSE,4,22,14,25,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE
EVER,2021,1,1,UK,04/17/21,FALSE,FALSE,4,2,1,2,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE
EVER,2021,1,1,UK,04/15/21,FALSE,FALSE,4,3,3,3,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE
EVER,2021,1,1,Netherlands,04/08/21,FALSE,FALSE,2,2,0,0,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,TRUE
EVER,2021,1,1,USA,04/09/21,FALSE,FALSE,4,19,7,37,TRUE,TRUE,FALSE,Beyul Adventure,TRUE,TRUE
EVER,2021,1,1,USA,04/15/21,FALSE,FALSE,4,35,10,50,TRUE,TRUE,FALSE,TAGnepal Trekking,TRUE,TRUE
EVER,2021,1,1,USA,04/09/21,FALSE,FALSE,4,8,0,14,TRUE,TRUE,FALSE,Shangri-La Nepal Treks,TRUE,TRUE
EVER,2021,1,1,USA,04/22/21,FALSE,FALSE,4,2,1,4,TRUE,TRUE,FALSE,Shangri-La Nepal Treks,TRUE,TRUE
EVER,2021,1,1,Russia,04/23/21,FALSE,FALSE,4,15,7,30,TRUE,TRUE,FALSE,7 Summits Adventure,TRUE,TRUE
EVER,2021,1,1,USA,04/12/21,FALSE,FALSE,4,7,4,10,TRUE,TRUE,FALSE,Himalayan Trailblazer,TRUE,TRUE
EVER,2021,1,1,Romania,04/24/21,FALSE,FALSE,4,3,3,4,TRUE,TRUE,FALSE,High Himalayan Climbing,TRUE,TRUE
EVER,2021,1,1,Austria,04/27/21,FALSE,FALSE,4,2,1,2,TRUE,TRUE,FALSE,Himalaya Vision (High Himalayan Climbing pmt),TRUE,TRUE
EVER,2021,1,1,S Africa,04/13/21,FALSE,FALSE,4,1,0,2,TRUE,TRUE,FALSE,Top Himalaya Guides (High Himalayan Climbing pmt),TRUE,TRUE
EVER,2021,1,1,Austria,04/24/21,FALSE,FALSE,3,10,0,20,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,TRUE
EVER,2021,1,1,Austria,05/01/21,FALSE,FALSE,3,9,0,14,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,TRUE
EVER,2021,1,1,USA,,FALSE,FALSE,4,16,10,16,TRUE,TRUE,FALSE,Pioneer Adventure,TRUE,TRUE
EVER,2021,1,1,Ukraine,04/25/21,FALSE,FALSE,4,5,5,6,TRUE,TRUE,FALSE,Pioneer Adventure,TRUE,TRUE
EVER,2021,1,1,Canada,03/20/21,FALSE,FALSE,4,5,5,12,TRUE,TRUE,FALSE,Ascent Himalayas (Pioneer Adventures pmt),TRUE,TRUE
EVER,2021,1,1,USA,04/16/21,FALSE,FALSE,4,8,3,8,TRUE,TRUE,FALSE,Everest Parivar,TRUE,TRUE
EVER,2021,1,1,Bahrain,,FALSE,FALSE,4,16,12,50,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,Netherlands,04/15/21,FALSE,FALSE,4,9,8,9,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,India,,FALSE,FALSE,4,37,22,35,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,Nepal,,FALSE,FALSE,4,10,3,2,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,India,,FALSE,FALSE,4,30,0,40,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,China,04/28/21,FALSE,FALSE,4,13,9,10,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE
EVER,2021,1,1,China,04/27/21,FALSE,FALSE,4,10,7,10,TRUE,TRUE,FALSE,Kaitu Expedition,TRUE,TRUE
EVER,2021,1,1,USA,04/26/21,FALSE,FALSE,4,7,3,7,TRUE,TRUE,FALSE,Kaitu Expedition,TRUE,TRUE
EVER,2021,1,1,India,04/12/21,FALSE,FALSE,4,8,3,8,TRUE,TRUE,FALSE,Satori Adventures,TRUE,TRUE
EVER,2021,1,1,Nepal,04/29/21,FALSE,FALSE,4,10,9,6,TRUE,TRUE,FALSE,Imagine Nepal,FALSE,TRUE
EVER,2021,1,1,India,04/15/21,FALSE,FALSE,4,3,3,4,TRUE,TRUE,FALSE,Peak Promotion,TRUE,TRUE
EVER,2021,1,1,India,,FALSE,FALSE,4,4,2,4,TRUE,TRUE,FALSE,Peak Promotion,TRUE,TRUE
EVER,2021,1,1,Nepal,,FALSE,FALSE,4,3,1,2,TRUE,TRUE,FALSE,Peak Promotion,TRUE,TRUE
EVER,2021,1,1,France,04/15/21,FALSE,FALSE,4,6,2,5,TRUE,TRUE,FALSE,Glacier Himalaya Treks,TRUE,TRUE
EVER,2021,1,1,Romania,04/11/21,FALSE,FALSE,4,10,1,16,TRUE,TRUE,FALSE,Snowy Horizon Treks,TRUE,TRUE
EVER,2021,1,1,Taiwan,04/23/21,FALSE,FALSE,4,3,3,4,TRUE,TRUE,FALSE,Dreamers Destination Treks,TRUE,TRUE
EVER,2021,1,1,Nepal,,FALSE,FALSE,4,9,7,9,TRUE,TRUE,FALSE,Elite Himalayan Adventures,TRUE,TRUE
EVER,2021,1,1,Brazil,04/17/21,FALSE,FALSE,4,8,6,7,TRUE,TRUE,FALSE,Himalayan Ascent,TRUE,TRUE
EVER,2021,1,1,USA,04/18/21,FALSE,FALSE,2,10,0,12,FALSE,FALSE,FALSE,Expedition Himalaya,TRUE,TRUE
EVER,2021,1,1,UK,04/24/21,FALSE,FALSE,4,4,2,3,TRUE,TRUE,FALSE,Expedition Himalaya,TRUE,TRUE
EVER,2021,1,1,France,04/13/21,FALSE,FALSE,2,9,0,13,FALSE,FALSE,FALSE,Climbalaya,TRUE,TRUE
EVER,2021,1,1,Belarus,,FALSE,FALSE,4,1,1,1,TRUE,TRUE,FALSE,8K Expeditions (Happy Feet Mountaineers pmt),TRUE,TRUE
EVER,2021,1,1,Nepal,04/20/21,FALSE,FALSE,4,4,1,4,TRUE,TRUE,FALSE,Happy Feet Mountaineers,TRUE,TRUE
EVER,2021,1,1,Nepal,,FALSE,FALSE,4,2,2,1,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE
EVER,2021,1,1,Nepal,04/20/21,FALSE,FALSE,2,2,0,0,FALSE,FALSE,FALSE,Grand Himalaya Treks (High Himalayan Climbing pmt),TRUE,TRUE
EVER,2021,1,1,UK,,FALSE,FALSE,0,4,0,6,FALSE,FALSE,FALSE,TAGnepal Trekking,TRUE,TRUE
EVER,2021,1,1,Russia,,FALSE,FALSE,0,2,0,1,TRUE,TRUE,FALSE,Makalu Extreme Treks (Pioneer Adventure pmt),TRUE,TRUE
EVER,2021,1,1,Nepal,04/20/21,FALSE,FALSE,4,3,2,2,TRUE,TRUE,FALSE,Cha-Tours Treks (Satori Adventures pmt),TRUE,TRUE
EVER,2021,1,2,China,,FALSE,FALSE,0,21,0,21,FALSE,FALSE,FALSE,Holy Mountain Adventure,TRUE,TRUE
HIML,2021,1,1,Portugal,,FALSE,FALSE,0,5,0,0,FALSE,FALSE,FALSE,Snowy Horizon Treks,FALSE,FALSE
HIML,2021,1,1,France,,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Snowy Horizon Treks,FALSE,FALSE
KCHS,2021,1,1,Czech Republic,04/23/21,FALSE,FALSE,1,2,2,0,FALSE,FALSE,FALSE,Utmost Adventure,FALSE,FALSE
LHOT,2021,1,1,Nepal,,FALSE,FALSE,0,0,0,6,TRUE,TRUE,FALSE,,FALSE,TRUE
LHOT,2021,1,1,New Zealand,04/09/21,FALSE,FALSE,4,3,1,1,TRUE,TRUE,FALSE,Beyul Adventure,FALSE,TRUE
LHOT,2021,1,1,India,,FALSE,FALSE,4,2,2,2,TRUE,TRUE,FALSE,Peak Promotion,FALSE,TRUE
LHOT,2021,1,1,USA,04/13/21,FALSE,FALSE,4,3,2,3,TRUE,TRUE,FALSE,Himalayan Guides,FALSE,FALSE
LHOT,2021,1,1,UK,04/17/21,FALSE,FALSE,4,1,1,1,TRUE,TRUE,FALSE,Himalayan Guides,FALSE,FALSE
LHOT,2021,1,1,UK,04/15/21,FALSE,FALSE,4,3,3,3,TRUE,TRUE,FALSE,Himalayan Guides,FALSE,FALSE
LHOT,2021,1,1,Brazil,04/17/21,FALSE,FALSE,4,2,1,1,TRUE,TRUE,FALSE,Himalayan Ascent,FALSE,FALSE
LHOT,2021,1,1,India,04/16/21,FALSE,FALSE,3,4,0,0,FALSE,FALSE,FALSE,Satori Adventures,FALSE,TRUE
LHOT,2021,1,1,Nepal,04/20/21,FALSE,FALSE,4,4,4,1,TRUE,TRUE,FALSE,Cha-Tours Treks (Satori Adventures pmt),FALSE,FALSE
LHOT,2021,1,1,Nepal,,FALSE,FALSE,4,2,2,2,TRUE,TRUE,FALSE,"Imagine Nepal (Satori Adventures, Exp Himalaya pmts)",FALSE,TRUE
LHOT,2021,1,1,USA,04/16/21,FALSE,FALSE,2,6,0,6,FALSE,FALSE,FALSE,Everest Parivar,FALSE,TRUE
LHOT,2021,1,1,Austria,04/24/21,FALSE,FALSE,3,5,0,5,FALSE,FALSE,FALSE,Iceland Trekking,FALSE,TRUE
LHOT,2021,1,1,Austria,05/01/21,FALSE,FALSE,3,3,0,3,FALSE,FALSE,FALSE,Iceland Trekking,FALSE,TRUE
LHOT,2021,1,1,Russia,04/24/21,FALSE,FALSE,3,12,0,13,TRUE,TRUE,FALSE,7 Summits Adventure,FALSE,TRUE
LHOT,2021,1,1,UK,04/24/21,FALSE,FALSE,0,2,0,2,FALSE,FALSE,FALSE,Expedition Himalaya,FALSE,TRUE
LHOT,2021,1,1,France,04/15/21,FALSE,FALSE,4,3,2,3,TRUE,TRUE,FALSE,Glacier Himalaya Treks (Expedition Himalaya pmt),FALSE,FALSE
LHOT,2021,1,1,Ukraine,04/25/21,FALSE,FALSE,4,2,2,2,TRUE,TRUE,FALSE,Pioneer Adventure (Expedition Himalaya pmt),FALSE,TRUE
LHOT,2021,1,1,Taiwan,04/23/21,FALSE,FALSE,4,1,1,1,TRUE,TRUE,FALSE,Dreamers Destination Treks (Expedition Himalaya pmt),FALSE,TRUE
LHOT,2021,1,1,India,04/16/21,FALSE,FALSE,1,1,0,1,FALSE,FALSE,FALSE,8K Expeditions (Expedition Himalaya pmt),FALSE,TRUE
LHOT,2021,1,1,France,04/21/21,FALSE,FALSE,3,1,0,1,FALSE,FALSE,FALSE,Himalayan Shepherd (Expedition Himalaya pmt),FALSE,TRUE
LHOT,2021,1,1,Germany,,FALSE,FALSE,4,10,3,10,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE
LHOT,2021,1,1,India,,FALSE,FALSE,4,6,3,7,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE
LHOT,2021,1,1,Nepal,,FALSE,FALSE,4,4,0,5,TRUE,TRUE,FALSE,Elite Himalayan Adventures (Seven Summit Treks pmt),FALSE,FALSE
LHOT,2021,1,1,USA,04/15/21,FALSE,FALSE,4,5,3,4,TRUE,TRUE,FALSE,TAGnepal Trekking,FALSE,TRUE
MAKA,2021,1,1,Georgia,04/15/21,FALSE,FALSE,2,8,0,6,TRUE,FALSE,FALSE,Satori Adventures,FALSE,TRUE
MAKA,2021,1,1,Germany,04/15/21,FALSE,FALSE,3,12,0,0,TRUE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
MAKA,2021,1,1,UK,05/21/21,FALSE,FALSE,2,2,0,2,FALSE,FALSE,FALSE,Himalayan Guides,FALSE,TRUE
MANA,2021,1,1,Japan,,FALSE,FALSE,2,1,0,2,FALSE,FALSE,FALSE,,TRUE,TRUE
PUMO,2021,1,1,India,04/15/21,FALSE,FALSE,1,5,4,6,FALSE,FALSE,FALSE,Peak Promotion,FALSE,FALSE
PUMO,2021,1,1,UK,,FALSE,FALSE,0,4,0,0,FALSE,FALSE,FALSE,Himalayan Guides,FALSE,FALSE
TILI,2021,1,1,France,,FALSE,FALSE,0,8,0,0,FALSE,FALSE,FALSE,Yatri Trekking,FALSE,FALSE
TKPO,2021,1,1,Canada,04/20/21,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Climbalaya,FALSE,FALSE
TUKU,2021,1,1,Romania,04/07/21,FALSE,FALSE,2,1,0,2,FALSE,FALSE,FALSE,Mountain Cape Treks,FALSE,FALSE
AMAD,2021,3,1,Macedonia,,FALSE,FALSE,0,9,5,12,FALSE,FALSE,FALSE,Snowy Horizon Treks,TRUE,FALSE
AMAD,2021,3,1,UK,,FALSE,FALSE,0,15,7,6,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,2021,3,1,UK,10/26/21,FALSE,FALSE,3,2,2,1,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,2021,3,1,USA,10/26/21,FALSE,FALSE,2,6,5,5,TRUE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,2021,3,1,UK,11/06/21,FALSE,FALSE,2,13,9,4,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,2021,3,1,Nepal,,FALSE,FALSE,2,30,15,17,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,FALSE
AMAD,2021,3,1,Spain,,FALSE,FALSE,0,13,8,5,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,FALSE
AMAD,2021,3,1,Italy,11/09/21,FALSE,FALSE,1,4,4,0,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,FALSE
AMAD,2021,3,1,Germany,,FALSE,FALSE,0,14,12,7,FALSE,FALSE,FALSE,Imagine Nepal,TRUE,FALSE
AMAD,2021,3,1,Nepal,10/29/21,FALSE,FALSE,2,7,3,8,FALSE,FALSE,FALSE,Top Himalaya Guides,TRUE,FALSE
AMAD,2021,3,1,USA,10/28/21,FALSE,FALSE,2,8,3,7,FALSE,FALSE,FALSE,Himalaya Vision,TRUE,FALSE
AMAD,2021,3,1,Ecuador,10/28/21,FALSE,FALSE,0,2,2,0,FALSE,FALSE,FALSE,Himalaya Vision,TRUE,FALSE
AMAD,2021,3,1,Switzerland,,FALSE,FALSE,2,4,2,2,FALSE,FALSE,FALSE,Himalaya Vision,TRUE,FALSE
AMAD,2021,3,1,USA,11/07/21,FALSE,FALSE,2,16,8,9,FALSE,FALSE,FALSE,Everest Parivar,TRUE,FALSE
AMAD,2021,3,1,UK,11/23/21,FALSE,FALSE,0,8,2,2,FALSE,FALSE,FALSE,Expedition Himalaya,TRUE,FALSE
AMAD,2021,3,1,Nepal,,FALSE,FALSE,0,14,12,21,FALSE,FALSE,FALSE,Elite Himalayan Adventures,TRUE,FALSE
AMAD,2021,3,1,India,,FALSE,FALSE,0,6,6,4,FALSE,FALSE,FALSE,Satori Adventures,TRUE,FALSE
AMAD,2021,3,1,Austria,10/23/21,FALSE,FALSE,1,4,2,2,FALSE,FALSE,FALSE,Iceland Trekking (Satori Adventures pmt),TRUE,FALSE
AMAD,2021,3,1,Norway,10/21/21,FALSE,FALSE,2,2,2,1,FALSE,FALSE,FALSE,8K Expeditions (Satori Adventures pmt),TRUE,FALSE
AMAD,2021,3,1,USA,,FALSE,FALSE,3,7,3,5,FALSE,FALSE,FALSE,Pioneer Adventure,TRUE,FALSE
AMAD,2021,3,1,Nepal,,FALSE,FALSE,3,13,8,6,FALSE,FALSE,FALSE,Utmost Adventure,TRUE,FALSE
AMAD,2021,3,1,Czech Republic,10/30/21,FALSE,FALSE,3,2,2,0,FALSE,FALSE,FALSE,Utmost Adventure,FALSE,FALSE
AMAD,2021,3,1,Russia,,FALSE,FALSE,0,11,11,2,FALSE,FALSE,FALSE,Cha-Tours Treks,TRUE,FALSE
AMAD,2021,3,1,Russia,,FALSE,FALSE,0,5,2,2,FALSE,FALSE,FALSE,Real Sherpa Adventures,TRUE,FALSE
AMAD,2021,3,1,USA,,FALSE,FALSE,0,9,5,9,FALSE,FALSE,FALSE,Wild Yak Expeditions,TRUE,FALSE
AMAD,2021,4,1,Italy,,FALSE,FALSE,0,8,1,5,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,FALSE
ANN3,2021,3,1,Ukraine,09/23/21,FALSE,FALSE,13,3,3,0,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
BARU,2021,3,1,Germany,,FALSE,FALSE,2,8,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE
BARU,2021,3,1,Switzerland,10/24/21,FALSE,FALSE,1,4,0,2,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
BARU,2021,3,1,UK,10/22/21,FALSE,FALSE,2,12,0,5,FALSE,FALSE,TRUE,Makalu Adventure,FALSE,FALSE
BARU,2021,3,1,Finland,10/31/21,FALSE,FALSE,1,6,0,4,FALSE,FALSE,FALSE,Expedition Himalaya,FALSE,FALSE
CHAM,2021,3,1,France,10/04/21,FALSE,FALSE,3,2,2,0,FALSE,FALSE,FALSE,Pralhad Chapagain (Freelancer at Expes.com),FALSE,FALSE
CHAM,2021,3,1,France,10/04/21,FALSE,FALSE,1,4,0,0,FALSE,FALSE,FALSE,Pralhad Chapagain (Freelancer at Expes.com),FALSE,FALSE
CHEK,2021,3,1,Spain,10/05/21,FALSE,FALSE,1,8,0,0,FALSE,FALSE,FALSE,Dream Carrier Treks,FALSE,FALSE
CHOB,2021,3,1,Slovenia,10/12/21,FALSE,FALSE,2,4,2,0,FALSE,FALSE,FALSE,Dream Himalaya Adventures,FALSE,FALSE
CHOL,2021,3,1,France,10/08/21,FALSE,FALSE,5,8,8,0,FALSE,FALSE,FALSE,Pralhad Chapagain (Freelancer at Expes.com),FALSE,FALSE
CHOY,2021,4,1,Nepal,,FALSE,FALSE,0,11,0,0,FALSE,FALSE,FALSE,Global Expedition,FALSE,FALSE
CHOY,2021,4,1,Nepal,,FALSE,FALSE,0,8,0,0,FALSE,FALSE,FALSE,Pioneer Adventure,FALSE,FALSE
DHA1,2021,3,1,Nepal,,FALSE,FALSE,0,0,0,5,TRUE,FALSE,FALSE,,FALSE,TRUE
DHA1,2021,3,1,Switzerland,09/14/21,FALSE,FALSE,3,24,14,14,TRUE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
DHA1,2021,3,1,Spain,09/14/21,FALSE,FALSE,1,2,0,4,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE
DHA1,2021,3,1,Nepal,,FALSE,FALSE,3,4,3,3,TRUE,FALSE,FALSE,Elite Himalayan Adventures (SST pmt),FALSE,TRUE
DHA1,2021,3,1,India,,FALSE,FALSE,3,9,5,3,TRUE,FALSE,FALSE,Pioneer Adventure,FALSE,TRUE
DHA1,2021,3,1,Peru,09/18/21,FALSE,FALSE,3,1,1,1,FALSE,FALSE,FALSE,8K Expeditions (Pioneer Adventures pmt),FALSE,TRUE
DHA1,2021,3,1,Taiwan,09/16/21,FALSE,FALSE,3,1,1,2,TRUE,FALSE,FALSE,Dolma Outdoor (Pioneer Adventures pmt),FALSE,TRUE
DHA1,2021,3,1,UK,,FALSE,FALSE,3,4,1,3,TRUE,FALSE,FALSE,Himalayan Guides,FALSE,TRUE
DOLM,2021,3,1,Belgium,,FALSE,FALSE,0,1,1,2,FALSE,FALSE,FALSE,Dream Carrier Treks,FALSE,FALSE
DORJ,2021,3,1,Spain,10/06/21,FALSE,FALSE,2,6,3,0,FALSE,FALSE,FALSE,Dream Carrier Treks,FALSE,FALSE
EVER,2021,4,1,Germany,12/18/21,FALSE,FALSE,3,1,0,0,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE
GYAJ,2021,3,1,France,10/07/21,FALSE,FALSE,1,4,0,0,FALSE,FALSE,FALSE,Himalayan Travellers Nepal,FALSE,FALSE
HIML,2021,3,1,Brazil,10/14/21,FALSE,FALSE,3,22,7,10,FALSE,FALSE,FALSE,8K Expeditions,FALSE,FALSE
HIML,2021,3,1,Switzerland,10/15/21,FALSE,FALSE,2,8,0,7,FALSE,FALSE,FALSE,Himalaya Vision,FALSE,FALSE
HIML,2021,3,1,Germany,10/24/21,FALSE,FALSE,2,3,1,3,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
HIML,2021,3,1,Germany,10/23/21,FALSE,FALSE,2,15,2,11,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE
HIML,2021,3,1,Slovakia,10/17/21,FALSE,FALSE,2,6,1,1,TRUE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE
HIML,2021,3,1,Canada,,FALSE,FALSE,2,1,1,1,FALSE,FALSE,FALSE,Imagine Nepal (8K Expeditions pmt),FALSE,FALSE
JANU,2021,3,1,USA,09/25/21,FALSE,FALSE,4,4,0,0,FALSE,FALSE,FALSE,Grand Himalaya Treks,FALSE,FALSE
KANG,2021,3,1,Ecuador,09/08/21,FALSE,FALSE,2,3,0,5,TRUE,FALSE,FALSE,Himalaya Vision,FALSE,FALSE
KANG,2021,3,1,Taiwan,10/08/21,FALSE,FALSE,4,1,1,4,TRUE,FALSE,FALSE,Dolma Outdoor,FALSE,FALSE
KTEG,2021,3,1,France,10/08/21,FALSE,FALSE,0,8,0,0,FALSE,FALSE,FALSE,Pralhad Chapagain (Freelancer at Expes.com),FALSE,FALSE
LDNG,2021,4,1,USA,,FALSE,FALSE,0,1,0,1,FALSE,FALSE,FALSE,Magical Nepal,FALSE,FALSE
MANA,2021,3,1,Nepal,,FALSE,FALSE,0,0,0,6,TRUE,FALSE,FALSE,,TRUE,TRUE
MANA,2021,3,1,Nepal,09/08/21,FALSE,FALSE,4,16,8,14,TRUE,FALSE,FALSE,Imagine Nepal,TRUE,TRUE
MANA,2021,3,1,Netherlands,09/13/21,FALSE,FALSE,4,36,0,36,TRUE,FALSE,FALSE,Seven Summit Treks,TRUE,TRUE
MANA,2021,3,1,Nepal,,FALSE,FALSE,4,6,2,9,TRUE,FALSE,FALSE,Elite Himalayan Adventures,TRUE,TRUE
MANA,2021,3,1,Argentina,09/08/21,FALSE,FALSE,4,6,0,5,TRUE,FALSE,FALSE,Iceland Trekking,TRUE,TRUE
MANA,2021,3,1,Austria,09/19/21,FALSE,FALSE,4,9,0,8,TRUE,FALSE,FALSE,Iceland Trekking,TRUE,TRUE
MANA,2021,3,1,Austria,09/07/21,FALSE,FALSE,4,10,0,6,TRUE,FALSE,FALSE,Himalaya Vision,TRUE,TRUE
MANA,2021,3,1,Sweden,,FALSE,FALSE,0,9,0,9,TRUE,FALSE,FALSE,Pioneer Adventure,TRUE,TRUE
MANA,2021,3,1,India,09/13/21,FALSE,FALSE,4,13,0,13,TRUE,FALSE,FALSE,8K Expeditions,TRUE,TRUE
MANA,2021,3,1,Nepal,09/14/21,FALSE,FALSE,4,16,0,7,TRUE,FALSE,FALSE,Cha-Tours Treks,TRUE,TRUE
MANA,2021,3,1,France,09/11/21,FALSE,FALSE,4,6,0,5,TRUE,FALSE,FALSE,Glacier Himalaya Treks,TRUE,TRUE
MANA,2021,3,1,Ireland,,FALSE,FALSE,4,10,0,1,TRUE,FALSE,FALSE,Makalu Adventure,TRUE,TRUE
MANA,2021,3,1,UK,09/12/21,FALSE,FALSE,4,2,0,2,TRUE,FALSE,FALSE,Himalayan Guides,TRUE,TRUE
MANA,2021,3,1,France,09/15/21,FALSE,FALSE,4,9,0,9,TRUE,FALSE,FALSE,Himalayan Travellers Nepal,TRUE,TRUE
MANA,2021,3,1,France,09/10/21,FALSE,FALSE,4,6,0,6,TRUE,FALSE,FALSE,Wild Yak Expeditions,TRUE,TRUE
MANA,2021,3,1,India,,FALSE,FALSE,4,12,0,12,TRUE,FALSE,FALSE,Satori Adventures,TRUE,TRUE
MANA,2021,3,1,Czech Republic,,FALSE,FALSE,4,14,0,4,TRUE,FALSE,FALSE,Utmost Adventure,TRUE,TRUE
MANA,2021,3,1,Nepal,09/10/21,FALSE,FALSE,4,5,0,3,TRUE,FALSE,FALSE,TAGnepal Trekking (Snowy Horizon pmt),TRUE,TRUE
MANA,2021,3,1,Norway,,FALSE,FALSE,0,1,0,2,TRUE,FALSE,FALSE,Ascent Himalayas (Imagine Nepal pmt),TRUE,TRUE
MANA,2021,3,1,Romania,09/09/21,FALSE,FALSE,4,5,0,5,TRUE,FALSE,FALSE,Snowy Horizon Treks,TRUE,TRUE
MANA,2021,3,1,Netherlands,09/11/21,FALSE,FALSE,4,4,0,4,TRUE,FALSE,FALSE,Nepal Guide (Snowy Horizon pmt),TRUE,TRUE
MANA,2021,4,1,Italy,12/25/21,FALSE,FALSE,1,5,0,1,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,TRUE
