"PEAKID,C,4","YEAR,C,4","SEASON,N,1,0","HOST,N,1,0","NATION,C,20","BCDATE,D","SKI,L","PARAPENTE,L","CAMPS,N,2,0","TOTMEMBERS,N,2,0","SMTMEMBERS,N,2,0","TOTHIRED,N,2,0","O2CLIMB,L","O2SLEEP,L","O2UNKWN,L","AGENCY,C,60","COMRTE,L","STDRTE,L"
ANN4,1998,1,1,Japan,04/10/98,FALSE,FALSE,3,7,5,3,FALSE,FALSE,FALSE,Cosmo Treks,,
CHOY,1998,1,2,Switzerland,04/26/98,FALSE,FALSE,2,5,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
DHA1,1998,1,1,New Zealand,04/19/98,FALSE,FALSE,3,3,0,0,FALSE,FALSE,FALSE,Wilderness Experience,,TRUE
DORJ,1998,1,1,France,04/30/98,FALSE,FALSE,2,5,4,7,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,
CHOY,1998,1,2,Slovenia,04/24/98,FALSE,FALSE,2,1,0,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,Romania,04/14/98,FALSE,FALSE,3,2,0,2,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,Austria,04/14/98,FALSE,FALSE,2,13,6,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,China,,FALSE,FALSE,4,15,3,0,FALSE,TRUE,FALSE,Tibetan Mountaineering Assoc,TRUE,TRUE
AMAD,1998,1,1,Norway,04/07/98,FALSE,FALSE,1,5,0,2,FALSE,FALSE,FALSE,Wilderness Experience,TRUE,FALSE
AMAD,1998,1,1,USA,04/07/98,FALSE,FALSE,1,6,0,1,FALSE,FALSE,FALSE,Wilderness Experience,TRUE,FALSE
AMAD,1998,1,1,Sweden,04/14/98,FALSE,FALSE,1,9,0,0,FALSE,FALSE,FALSE,Peak Promotion,TRUE,FALSE
CHOY,1998,1,2,Canada,04/14/98,FALSE,FALSE,3,6,2,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,Argentina,04/12/98,FALSE,FALSE,3,10,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
KUSU,1998,1,1,Japan,04/14/98,FALSE,FALSE,1,3,1,0,FALSE,FALSE,FALSE,None,,
ANN1,1998,1,1,Spain,04/23/98,FALSE,FALSE,3,4,0,1,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
CHOY,1998,1,2,UK,04/24/98,FALSE,FALSE,3,23,6,4,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,TRUE
CHOY,1998,1,2,Germany,04/25/98,FALSE,FALSE,3,8,2,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,1,2,Germany,05/02/98,FALSE,FALSE,3,23,13,7,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,TRUE
CHOY,1998,1,2,Italy,05/01/98,FALSE,FALSE,2,9,5,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,1,2,Brazil,05/18/98,FALSE,FALSE,2,3,3,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1998,1,2,Uzbekistan,04/13/98,FALSE,FALSE,3,15,11,0,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Japan,04/11/98,FALSE,FALSE,6,3,2,6,TRUE,TRUE,FALSE,Rolwaling Treks,TRUE,TRUE
EVER,1998,1,2,Russia,04/05/98,FALSE,FALSE,3,4,1,1,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Japan,04/14/98,FALSE,FALSE,1,1,0,1,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,TRUE
EVER,1998,1,2,Russia,04/02/98,FALSE,FALSE,3,23,8,0,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,Austria,05/10/98,FALSE,FALSE,3,10,5,0,FALSE,FALSE,FALSE,None,TRUE,TRUE
EVER,1998,1,2,USA,04/10/98,FALSE,FALSE,3,8,3,4,TRUE,TRUE,FALSE,Great Escapes Trekking,TRUE,TRUE
EVER,1998,1,2,S Africa,04/15/98,FALSE,FALSE,3,8,0,5,TRUE,TRUE,FALSE,Sherpa Cooperative Trekking (SCT),TRUE,TRUE
EVER,1998,1,2,USA,04/16/98,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,New Zealand,05/04/98,FALSE,FALSE,1,1,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,New Zealand,04/15/98,FALSE,FALSE,4,2,2,2,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Japan,04/19/98,FALSE,FALSE,6,12,8,6,TRUE,TRUE,FALSE,Cosmo Treks,TRUE,TRUE
EVER,1998,1,2,Japan,04/10/98,FALSE,FALSE,4,11,4,12,TRUE,TRUE,FALSE,Rolwaling Treks,TRUE,TRUE
EVER,1998,1,2,India,04/11/98,FALSE,FALSE,6,13,2,8,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Slovakia,03/27/98,FALSE,FALSE,0,24,4,0,TRUE,TRUE,FALSE,None,TRUE,TRUE
EVER,1998,1,2,Spain,03/28/98,FALSE,FALSE,1,7,0,3,FALSE,FALSE,FALSE,Asian Trekking,FALSE,
EVER,1998,1,2,Poland,04/13/98,FALSE,FALSE,3,1,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1998,1,2,Belgium,04/14/98,FALSE,FALSE,3,10,0,0,TRUE,FALSE,FALSE,Nepal Trekking & Expeditions,TRUE,TRUE
EVER,1998,1,2,UK,04/15/98,FALSE,FALSE,4,1,1,1,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Poland,04/15/98,FALSE,FALSE,2,1,0,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,1,2,Austria,04/24/98,FALSE,FALSE,3,4,1,0,TRUE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1998,1,2,Czech Republic,04/13/98,FALSE,FALSE,3,8,2,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
LHOT,1998,1,1,USA,04/04/98,FALSE,FALSE,4,6,5,2,TRUE,TRUE,FALSE,Arun Treks,,TRUE
LHOT,1998,1,1,Spain,03/30/98,FALSE,FALSE,3,1,0,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,,TRUE
EVER,1998,1,1,Bolivia,03/24/98,FALSE,FALSE,4,1,1,1,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
LHOT,1998,1,1,Switzerland,04/19/98,FALSE,FALSE,1,3,1,1,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,,TRUE
EVER,1998,1,1,Iran,04/06/98,FALSE,FALSE,4,17,4,8,TRUE,TRUE,FALSE,Thamserku Trekking,TRUE,TRUE
DHA1,1998,1,1,France,04/08/98,FALSE,FALSE,3,1,0,1,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
EVER,1998,1,1,Denmark,02/11/98,FALSE,FALSE,3,1,0,0,FALSE,FALSE,FALSE,Arun Treks,TRUE,TRUE
EVER,1998,1,1,Switzerland,04/19/98,FALSE,FALSE,4,2,0,2,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,TRUE
EVER,1998,1,1,UK,04/04/98,FALSE,FALSE,4,9,3,9,TRUE,TRUE,FALSE,Arun Treks,TRUE,TRUE
EVER,1998,1,1,Sweden,04/05/98,FALSE,FALSE,4,2,0,3,TRUE,TRUE,FALSE,Himalaya Expeditions,TRUE,TRUE
EVER,1998,1,1,USA,04/03/98,FALSE,FALSE,4,8,2,9,TRUE,TRUE,FALSE,Great Escapes Trekking,TRUE,TRUE
EVER,1998,1,1,Singapore,03/25/98,FALSE,FALSE,4,11,2,14,TRUE,TRUE,FALSE,Chomalhari Trekking,TRUE,TRUE
EVER,1998,1,1,USA,04/17/98,FALSE,FALSE,4,14,5,15,TRUE,TRUE,FALSE,Wilderness Experience,TRUE,TRUE
CHOY,1998,1,2,Netherlands,04/29/98,FALSE,FALSE,4,23,7,5,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,1,2,Germany,05/01/98,FALSE,FALSE,2,2,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
DHA1,1998,1,1,Spain,04/10/98,FALSE,FALSE,3,4,1,0,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
DHA1,1998,1,1,Spain,04/11/98,FALSE,FALSE,3,6,2,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,,TRUE
DHA1,1998,1,1,Italy,04/28/98,FALSE,FALSE,3,10,2,4,FALSE,FALSE,FALSE,Trekking International,,TRUE
DHA1,1998,1,1,Slovenia,04/27/98,FALSE,FALSE,3,15,7,0,FALSE,FALSE,FALSE,Wilderness Experience,,TRUE
EVER,1998,1,1,UK,04/06/98,FALSE,FALSE,4,10,2,9,TRUE,TRUE,FALSE,Summit Nepal Trekking,TRUE,TRUE
EVER,1998,1,1,USA,03/29/98,FALSE,FALSE,4,6,1,13,TRUE,TRUE,FALSE,Above the Clouds,TRUE,TRUE
PUMO,1998,1,1,Canada,05/07/98,FALSE,FALSE,2,6,1,0,FALSE,FALSE,FALSE,Great Escapes Trekking,,
MAKA,1998,1,1,Germany,03/26/98,FALSE,FALSE,2,6,0,1,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
MAKA,1998,1,1,Austria,04/10/98,FALSE,FALSE,3,6,0,0,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),,TRUE
MAKA,1998,1,1,Czech Republic,04/12/98,FALSE,FALSE,4,8,2,3,FALSE,FALSE,FALSE,Nepal Trans Himalayan Explorer,,TRUE
NUPT,1998,1,1,USA,04/06/98,FALSE,FALSE,0,2,0,1,FALSE,FALSE,FALSE,Sherpa Shangri-La Trekking,,
MAKA,1998,1,1,Spain,04/28/98,FALSE,FALSE,3,5,2,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,,TRUE
PUMO,1998,1,1,USA,04/06/98,FALSE,FALSE,2,8,0,2,FALSE,FALSE,FALSE,Nomad Nepal Treks,,
BARU,1998,1,1,Switzerland,04/22/98,FALSE,FALSE,1,5,0,0,FALSE,FALSE,FALSE,Trekking Team,,
BARU,1998,1,1,Italy,04/14/98,FALSE,FALSE,3,2,0,1,FALSE,FALSE,FALSE,Mt. Pumori Adventures,,
MAKA,1998,1,1,Russia,04/14/98,FALSE,FALSE,3,19,7,0,FALSE,TRUE,FALSE,Sea to Summit Trekking,,TRUE
KANG,1998,1,1,Japan,03/28/98,FALSE,FALSE,4,10,5,0,FALSE,TRUE,FALSE,Cosmo Treks,,
KANG,1998,1,1,Spain,03/04/98,FALSE,FALSE,3,3,0,0,FALSE,FALSE,FALSE,My Home Trekking,,TRUE
KANG,1998,1,1,Italy,04/15/98,FALSE,FALSE,4,1,1,1,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE
KANG,1998,1,1,China,04/08/98,FALSE,FALSE,4,10,7,5,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
KANG,1998,1,1,USA,04/05/98,FALSE,FALSE,4,6,4,0,FALSE,FALSE,FALSE,Everest Parivar,,
JONG,1998,1,1,Ireland,04/20/98,FALSE,FALSE,2,6,0,0,FALSE,FALSE,FALSE,Nepal Trek House,,
DROM,1998,1,1,UK,04/13/98,FALSE,FALSE,1,4,0,3,FALSE,FALSE,FALSE,Nepal Trek House,,
JONG,1998,1,1,UK,04/13/98,FALSE,FALSE,1,4,0,3,FALSE,FALSE,FALSE,Nepal Trek House,FALSE,FALSE
JANU,1998,1,1,Russia,04/16/98,FALSE,FALSE,4,6,0,0,FALSE,FALSE,FALSE,Wilderness Experience,,
LHOT,1998,1,1,Switzerland,04/19/98,FALSE,FALSE,4,2,0,2,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),,TRUE
CHOY,1998,3,2,Finland,08/29/98,FALSE,FALSE,3,2,1,2,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,3,2,Australia,08/29/98,FALSE,FALSE,3,1,1,1,FALSE,FALSE,FALSE,Sea to Summit Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/01/98,FALSE,FALSE,3,3,1,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Germany,09/06/98,FALSE,FALSE,3,6,1,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,3,2,Italy,09/08/98,FALSE,FALSE,2,6,2,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Romania,09/10/98,FALSE,FALSE,2,1,1,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/03/98,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,None,TRUE,TRUE
CHOY,1998,3,2,USA,09/05/98,FALSE,FALSE,3,5,1,2,TRUE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,TRUE
CHOY,1998,3,2,Japan,09/08/98,FALSE,FALSE,3,2,2,5,TRUE,TRUE,FALSE,Rolwaling Treks,TRUE,TRUE
CHOY,1998,3,2,Spain,09/08/98,FALSE,FALSE,3,2,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/08/98,FALSE,FALSE,3,5,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/08/98,FALSE,FALSE,3,3,1,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/08/98,FALSE,FALSE,3,4,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,UK,09/05/98,FALSE,FALSE,3,10,1,4,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1998,3,2,USA,09/01/98,FALSE,FALSE,3,11,2,3,TRUE,TRUE,FALSE,Great Escapes Trekking,TRUE,TRUE
CHOY,1998,3,2,UK,09/05/98,FALSE,FALSE,3,13,0,10,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,TRUE
CHOY,1998,3,2,Estonia,09/13/98,FALSE,FALSE,3,10,5,3,FALSE,FALSE,FALSE,Windhorse Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/06/98,FALSE,FALSE,2,10,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,UK,09/05/98,FALSE,FALSE,3,15,11,3,TRUE,FALSE,FALSE,Arun Treks,TRUE,TRUE
CHOY,1998,3,2,Japan,09/01/98,FALSE,FALSE,3,2,2,1,TRUE,FALSE,FALSE,Great Escapes Trekking,TRUE,TRUE
CHOY,1998,3,2,Spain,09/03/98,FALSE,FALSE,3,6,3,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1998,3,2,Germany,09/20/98,FALSE,FALSE,3,11,6,3,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
PUMO,1998,3,1,Ukraine,09/24/98,FALSE,FALSE,2,14,12,0,FALSE,FALSE,FALSE,Windhorse Trekking,,
AMAD,1998,3,1,Ukraine,10/09/98,FALSE,FALSE,1,14,12,0,FALSE,FALSE,FALSE,Windhorse Trekking,TRUE,FALSE
PUMO,1998,3,1,Czech Republic,10/01/98,FALSE,FALSE,3,7,3,0,FALSE,FALSE,FALSE,Langtang Ri Trekking,,
PUMO,1998,3,1,Italy,09/28/98,FALSE,FALSE,0,4,2,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE
PUMO,1998,3,1,Australia,09/18/98,FALSE,FALSE,2,7,5,0,FALSE,FALSE,FALSE,Marron,FALSE,FALSE
DHA1,1998,3,1,Spain,09/05/98,FALSE,FALSE,3,5,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE
DHA1,1998,3,1,Greece,09/08/98,FALSE,FALSE,3,5,0,2,FALSE,FALSE,FALSE,Ang Rita Treks,,TRUE
DHA1,1998,3,1,Spain,09/10/98,FALSE,FALSE,2,4,0,2,FALSE,FALSE,FALSE,Tip & Top Trekking,,TRUE
DHA1,1998,3,1,Spain,09/04/98,FALSE,FALSE,2,7,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE
DHA1,1998,3,1,Japan,09/14/98,FALSE,FALSE,4,6,0,5,FALSE,TRUE,FALSE,Wilderness Experience,,TRUE
DHA1,1998,3,1,Italy,09/19/98,FALSE,FALSE,3,3,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE
DHA1,1998,3,1,Japan,09/06/98,FALSE,FALSE,3,7,4,6,TRUE,FALSE,FALSE,Cosmo Treks,,TRUE
GURK,1998,3,1,Japan,09/26/98,FALSE,FALSE,2,8,0,3,FALSE,FALSE,FALSE,Guides For All Seasons,,
MANA,1998,3,1,Japan,09/12/98,FALSE,FALSE,1,8,0,7,FALSE,FALSE,FALSE,Rolwaling Treks,TRUE,TRUE
MANA,1998,3,1,Japan,09/02/98,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE
ANN4,1998,3,1,Czech Republic,09/29/98,FALSE,FALSE,2,9,0,0,FALSE,FALSE,FALSE,Everest Adventure,,
ANN3,1998,3,1,Japan,09/08/98,FALSE,FALSE,2,1,0,1,FALSE,FALSE,FALSE,Cosmo Treks,,
ANN1,1998,3,1,USA,09/06/98,FALSE,FALSE,3,11,0,9,FALSE,FALSE,FALSE,Peak Promotion,,
GANG,1998,3,1,UK,10/04/98,FALSE,FALSE,3,8,0,2,FALSE,FALSE,FALSE,Summit Nepal Trekking,,
TILI,1998,3,1,France,10/12/98,FALSE,FALSE,2,7,4,0,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,
TILI,1998,3,1,France,09/20/98,FALSE,FALSE,1,5,0,2,FALSE,FALSE,FALSE,Tip & Top Trekking,,
BHRI,1998,3,1,Spain,10/14/98,FALSE,FALSE,1,4,4,0,FALSE,FALSE,FALSE,Thamserku Trekking,,
SAIP,1998,3,1,Japan,09/14/98,FALSE,FALSE,2,3,2,0,FALSE,FALSE,FALSE,Cosmo Treks,,
MANA,1998,3,1,Austria,10/07/98,FALSE,FALSE,2,7,0,3,FALSE,FALSE,FALSE,Stupa View Trekkking,TRUE,TRUE
MANA,1998,3,1,Georgia,09/07/98,FALSE,FALSE,2,7,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
AMAD,1998,3,1,Czech Republic,09/29/98,FALSE,FALSE,3,18,15,0,FALSE,FALSE,FALSE,Langtang Ri Trekking,TRUE,FALSE
AMAD,1998,3,1,Russia,10/12/98,FALSE,FALSE,1,5,5,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1998,3,1,USA,10/12/98,FALSE,FALSE,3,3,2,0,FALSE,FALSE,FALSE,Ang Rita Treks,TRUE,FALSE
AMAD,1998,3,1,Japan,10/01/98,FALSE,FALSE,3,1,1,0,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,FALSE
AMAD,1998,3,1,Japan,10/01/98,FALSE,FALSE,2,2,2,0,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,FALSE
AMAD,1998,3,1,UK,10/15/98,FALSE,FALSE,2,18,12,3,FALSE,FALSE,FALSE,Arun Treks,TRUE,FALSE
AMAD,1998,3,1,Japan,09/30/98,FALSE,FALSE,3,2,2,2,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,FALSE
AMAD,1998,3,1,Latvia,09/28/98,FALSE,FALSE,1,1,1,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1998,3,1,USA,10/16/98,FALSE,FALSE,2,4,4,0,FALSE,FALSE,FALSE,Sherpa-Nippon,TRUE,FALSE
AMAD,1998,3,1,Canada,10/09/98,FALSE,FALSE,3,8,8,0,FALSE,FALSE,FALSE,Great Escapes Trekking,TRUE,FALSE
AMAD,1998,3,1,Germany,10/01/98,FALSE,FALSE,3,7,6,2,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,FALSE
AMAD,1998,3,1,Switzerland,09/28/98,FALSE,FALSE,1,6,4,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1998,3,1,Germany,10/22/98,FALSE,FALSE,2,3,3,2,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,FALSE
AMAD,1998,3,1,Italy,10/15/98,FALSE,FALSE,3,7,6,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,FALSE
AMAD,1998,3,1,UK,10/12/98,FALSE,FALSE,3,9,4,5,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,FALSE
AMAD,1998,3,1,Switzerland,10/15/98,FALSE,FALSE,1,2,2,0,FALSE,FALSE,FALSE,Pabil Treks,TRUE,FALSE
AMAD,1998,3,1,USA,10/11/98,FALSE,FALSE,3,8,8,3,FALSE,FALSE,FALSE,Mountain Madness,TRUE,FALSE
AMAD,1998,3,1,France,11/02/98,FALSE,FALSE,2,4,4,2,FALSE,FALSE,FALSE,Nomad Nepal Treks,TRUE,FALSE
AMAD,1998,3,1,France,10/23/98,FALSE,FALSE,1,3,0,1,FALSE,FALSE,FALSE,Nepal Trekking & Expeditions,TRUE,FALSE
AMAD,1998,3,1,UK,10/12/98,FALSE,FALSE,2,4,4,5,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,FALSE
AMAD,1998,3,1,UK,10/03/98,FALSE,FALSE,3,12,12,0,FALSE,FALSE,FALSE,Summit Nepal Trekking,TRUE,FALSE
AMAD,1998,3,1,Poland,10/29/98,FALSE,FALSE,3,8,3,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1998,3,1,France,10/10/98,FALSE,FALSE,2,6,2,0,FALSE,FALSE,FALSE,Numbur Himal Treks,TRUE,FALSE
AMAD,1998,3,1,Iceland,10/12/98,FALSE,FALSE,3,6,6,5,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,FALSE
AMAD,1998,3,1,Austria,10/10/98,FALSE,FALSE,0,6,6,2,FALSE,FALSE,FALSE,Stupa View Trekkking,TRUE,FALSE
AMAD,1998,3,1,Spain,10/17/98,FALSE,FALSE,2,4,3,1,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,FALSE
AMAD,1998,3,1,France,10/14/98,FALSE,FALSE,3,11,9,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,FALSE
AMAD,1998,3,1,Switzerland,10/07/98,FALSE,FALSE,2,1,1,2,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,FALSE
PUMO,1998,3,1,Japan,10/12/98,FALSE,FALSE,2,4,3,1,FALSE,FALSE,FALSE,Cosmo Treks,,
PUMO,1998,3,1,UK,10/27/98,FALSE,FALSE,1,7,0,0,FALSE,FALSE,FALSE,Equator Expeditions,,
GYAC,1998,3,1,Poland,09/08/98,FALSE,FALSE,3,7,0,0,FALSE,FALSE,FALSE,Asian Trekking,,
GYAC,1998,3,1,Japan,09/17/98,FALSE,FALSE,2,4,0,4,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE
KTEG,1998,3,1,France,10/11/98,FALSE,FALSE,0,8,7,0,FALSE,FALSE,FALSE,Thamserku Trekking,,
PUTH,1998,3,1,France,10/21/98,FALSE,FALSE,2,7,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,,
SAIP,1998,3,1,USA,10/28/98,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Peak Promotion,,
EVER,1998,3,1,Nepal,09/18/98,FALSE,FALSE,2,5,2,0,TRUE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
AMAD,1998,3,1,Austria,11/05/98,FALSE,FALSE,2,4,1,0,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,FALSE
EVER,1998,3,1,Spain,09/06/98,FALSE,FALSE,0,6,1,4,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,3,2,Japan,07/31/98,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,
EVER,1998,3,2,Spain,08/24/98,FALSE,FALSE,0,1,0,2,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,3,1,Japan,09/07/98,FALSE,FALSE,4,2,0,5,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
LHOT,1998,3,1,China,09/08/98,FALSE,FALSE,4,10,5,2,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
EVER,1998,3,2,USA,09/02/98,FALSE,FALSE,0,1,0,3,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,3,2,France,08/24/98,FALSE,FALSE,2,3,0,3,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,3,2,Italy,08/24/98,FALSE,FALSE,2,3,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1998,3,1,Japan,08/26/98,FALSE,FALSE,5,9,0,9,TRUE,TRUE,FALSE,Cosmo Treks,FALSE,
AMAD,1998,3,1,France,11/09/98,FALSE,FALSE,0,2,1,2,FALSE,FALSE,FALSE,Himalayan Country,TRUE,FALSE
LSHR,1998,3,1,Russia,09/17/98,FALSE,FALSE,4,17,4,2,TRUE,FALSE,FALSE,Asian Trekking,,
BARU,1998,3,1,USA,10/09/98,FALSE,FALSE,2,12,2,0,FALSE,FALSE,FALSE,Su-Swagatam Treks,FALSE,FALSE
BARU,1998,3,1,France,10/27/98,FALSE,FALSE,2,8,2,6,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,,
BARU,1998,3,1,Austria,10/19/98,FALSE,FALSE,1,5,0,0,FALSE,FALSE,FALSE,Highland Expeditions,,
BARU,1998,3,1,Austria,10/05/98,FALSE,FALSE,0,4,0,1,FALSE,FALSE,FALSE,Thamserku Trekking,,
BARU,1998,3,1,Belgium,10/09/98,FALSE,FALSE,2,7,0,2,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,
DROM,1998,3,1,UK,10/01/98,FALSE,FALSE,3,2,0,2,FALSE,FALSE,FALSE,Explore Himalaya,,
TENG,1998,3,1,UK,09/19/98,FALSE,FALSE,0,2,2,2,FALSE,FALSE,FALSE,Explore Himalaya,,
DROM,1998,3,1,UK,,FALSE,FALSE,0,6,0,0,FALSE,FALSE,FALSE,Himalaya Expeditions,,
MAKA,1998,3,1,Japan,09/01/98,FALSE,FALSE,0,7,0,4,TRUE,FALSE,FALSE,Cosmo Treks,FALSE,TRUE
MAKA,1998,3,1,Japan,08/23/98,FALSE,FALSE,2,2,0,1,TRUE,TRUE,FALSE,Cosmo Treks,FALSE,TRUE
MAKA,1998,3,1,S Korea,09/23/98,FALSE,FALSE,4,7,0,3,FALSE,FALSE,FALSE,Explore Himalaya,,TRUE
MAKA,1998,3,1,Poland,09/12/98,FALSE,FALSE,3,10,0,0,FALSE,FALSE,FALSE,Asian Trekking,FALSE,TRUE
TENG,1998,3,1,UK,10/13/98,FALSE,FALSE,1,7,0,0,FALSE,FALSE,FALSE,Himalaya Expeditions,,
